nodo_eliminado,Ng/N,eficiencia_global
23,0.7920892494929006,0.21189416638432274
327,0.7890466531440162,0.21054824590513346
168,0.7880324543610547,0.20967102402038856
300,0.7860040567951319,0.20808316184941977
69,0.783975659229209,0.20656500163590266
212,0.7829614604462475,0.20540883463556972
89,0.781947261663286,0.2042659622931974
466,0.7799188640973631,0.20325146932638055
27,0.7789046653144016,0.20255587654348498
145,0.7758620689655172,0.20094448456849998
57,0.7738336713995944,0.19980090863644806
18,0.7728194726166329,0.19898931671452272
172,0.77079107505071,0.19767125544483632
242,0.7677484787018256,0.19636290224181158
748,0.7657200811359026,0.1952804724205767
408,0.7626774847870182,0.19385956448096966
52,0.7606490872210954,0.1928353095137811
38,0.7586206896551724,0.19168499186876717
459,0.7565922920892495,0.19014245852422795
7,0.755578093306288,0.18913454056619886
206,0.7545638945233266,0.18829371412534135
438,0.7535496957403651,0.18740508281073368
255,0.7505070993914807,0.18585470456383596
381,0.7484787018255578,0.18483512221661522
367,0.7474645030425964,0.18406397812094893
856,0.7454361054766734,0.18280300812817157
544,0.7434077079107505,0.18188937118729664
380,0.7413793103448276,0.18085351066768493
936,0.7393509127789046,0.17992904776155422
474,0.7383367139959433,0.17904958027351348
163,0.7363083164300203,0.1779449591847319
325,0.7322515212981744,0.1764696811687242
452,0.7302231237322515,0.1756066781695063
230,0.72920892494929,0.17516835895944208
92,0.7281947261663286,0.1739948522733596
932,0.7261663286004056,0.17255390060823889
851,0.7221095334685599,0.1710951851423375
516,0.7200811359026369,0.17035090983724357
537,0.7190669371196755,0.16961876471241838
526,0.7170385395537525,0.16843704784571567
210,0.716024340770791,0.16766426612667906
222,0.7139959432048681,0.16658911245237806
88,0.7119675456389453,0.16563979673214294
350,0.7099391480730223,0.1647778576978052
179,0.7089249492900609,0.164118302435118
55,0.7068965517241379,0.16322587124592783
421,0.7058823529411765,0.16241839054314994
564,0.7038539553752535,0.16146468576348372
371,0.7028397565922921,0.16046013621040917
521,0.7008113590263692,0.15951390615176958
777,0.6987829614604463,0.15864215853795544
326,0.6977687626774848,0.15800381311283793
577,0.6957403651115619,0.1572324361216335
450,0.6947261663286004,0.1564927451813576
812,0.6926977687626775,0.15534351193065915
859,0.691683569979716,0.15461303629912265
15,0.6906693711967545,0.1538499994197358
51,0.6886409736308317,0.15247071604173892
379,0.6855983772819473,0.15101731059411566
430,0.6845841784989858,0.1503411094292396
218,0.6835699797160243,0.14943931829092333
116,0.6825557809330629,0.14858141447824302
611,0.6805273833671399,0.14774641778044437
425,0.6724137931034483,0.14489587199583198
316,0.6713995943204868,0.1442539849241707
641,0.6693711967545639,0.14354863014090036
162,0.6673427991886409,0.14219217134287845
605,0.6673427991886409,0.14218702312570605
486,0.6663286004056795,0.14133561096972058
370,0.665314401622718,0.14082200521234114
234,0.6643002028397565,0.14032106406920516
80,0.6622718052738337,0.13925927614729797
717,0.6602434077079108,0.13860454304802525
72,0.6582150101419878,0.13795122203117674
712,0.6582150101419878,0.1379491627443078
635,0.6561866125760649,0.13729939563166363
181,0.6531440162271805,0.13594694672279825
320,0.6511156186612576,0.13493435696198228
46,0.6501014198782962,0.13433559233798462
45,0.6490872210953347,0.1338123765752253
174,0.6470588235294118,0.1326690752147794
95,0.6460446247464503,0.1320744487767775
272,0.6450304259634888,0.13124641442984003
164,0.6440162271805274,0.1304943604137701
441,0.6430020283975659,0.12980750734242028
124,0.640973630831643,0.12863748918638296
362,0.6399594320486816,0.12802769511997594
615,0.6389452332657201,0.12716405472246145
243,0.6379310344827587,0.1265606493484126
233,0.6359026369168357,0.12554178284855327
30,0.6348884381338742,0.12505069196094867
3,0.6338742393509128,0.12443986334804488
296,0.6328600405679513,0.12374065700701502
322,0.6318458417849898,0.12335920843599127
167,0.6298174442190669,0.1221611251417672
100,0.6288032454361054,0.1215325057612362
513,0.6277890466531441,0.12088595832728255
373,0.6267748478701826,0.11998190687649592
338,0.6237322515212982,0.11866014869659824
140,0.6227180527383367,0.11823310081344231
130,0.6206896551724138,0.11748186315752211
358,0.6196754563894523,0.11685265132342068
24,0.6166328600405679,0.1157579148116338
199,0.6135902636916836,0.11453212430289522
278,0.6115618661257607,0.1137025945214447
16,0.6105476673427992,0.11272260686736496
397,0.6095334685598377,0.11224858844851779
351,0.6085192697768763,0.11162426006613711
226,0.6075050709939148,0.11103921666666919
29,0.6064908722109533,0.11056829208118778
35,0.6054766734279919,0.1100843449577934
131,0.603448275862069,0.10901602370316407
426,0.6024340770791075,0.10834656179972715
448,0.6014198782961461,0.10773888830848785
520,0.5993914807302231,0.10700391656730068
612,0.5983772819472617,0.10610459575607256
499,0.5973630831643002,0.1053971056884537
305,0.5963488843813387,0.10468577815610157
483,0.5953346855983773,0.10420841339609273
482,0.5943204868154158,0.10337421753208977
254,0.5933062880324543,0.10266470821929564
504,0.592292089249493,0.10225004465855841
314,0.5912778904665315,0.101697832175459
214,0.59026369168357,0.10117759257253149
198,0.5882352941176471,0.10042469277791971
40,0.5862068965517241,0.09955250879142752
518,0.5831643002028397,0.09823658770919101
661,0.5821501014198783,0.09766281645379654
221,0.5811359026369168,0.09710242811151958
435,0.5780933062880325,0.09622632902844648
368,0.577079107505071,0.095668725626507
389,0.5760649087221096,0.09511857733333784
158,0.5740365111561866,0.09435879118537745
48,0.5730223123732252,0.09365204883501729
108,0.5709939148073022,0.09301241717279882
284,0.5699797160243407,0.0924901092940505
481,0.5679513184584178,0.09177054543139927
102,0.5669371196754563,0.0914220879434984
464,0.5649087221095335,0.09063366299886891
1,0.563894523326572,0.09002322254519471
262,0.5628803245436106,0.08962314478259967
275,0.5608519269776876,0.08879030543296589
455,0.5598377281947262,0.0882045445518028
152,0.5588235294117647,0.08734639885463921
139,0.5578093306288032,0.0867807871148738
318,0.5567951318458418,0.08638534029619854
422,0.5557809330628803,0.08592025362555492
0,0.5547667342799188,0.08520495052549652
950,0.5537525354969574,0.08437686142767033
261,0.552738336713996,0.08400714343720078
809,0.5517241379310345,0.0832277188836716
10,0.550709939148073,0.08254789762323242
797,0.550709939148073,0.08254789762323242
458,0.5486815415821501,0.08184154996951852
161,0.5476673427991886,0.08128437068260864
42,0.5456389452332657,0.08024458035723403
132,0.5446247464503042,0.07971071759105275
460,0.5436105476673428,0.07911063731155234
103,0.5425963488843814,0.07863895356832984
159,0.5405679513184585,0.07812990929480945
213,0.539553752535497,0.07756543670024069
523,0.5385395537525355,0.07666931268671445
697,0.5354969574036511,0.07610483028601951
66,0.5344827586206896,0.07559447526006031
592,0.5334685598377282,0.07494184884395234
223,0.5324543610547667,0.07439474535351073
478,0.5304259634888439,0.07367475819300172
85,0.5283975659229209,0.07277670400662879
515,0.526369168356998,0.07184554024641593
323,0.5253549695740365,0.0711647473621306
707,0.5243407707910751,0.07034328802397438
208,0.5233265720081136,0.06986902935498901
201,0.5223123732251521,0.0694781521919398
281,0.5202839756592292,0.0689376090010937
134,0.5172413793103449,0.06821401808856689
427,0.5162271805273834,0.0677860901054256
288,0.5152129817444219,0.06725713775781243
153,0.513184584178499,0.0667826551822413
387,0.5111561866125761,0.065983020199015
308,0.5101419878296146,0.06559239309222994
525,0.5091277890466531,0.06515680162009743
339,0.5081135902636917,0.06468113740610634
531,0.5070993914807302,0.06412895842727555
47,0.5060851926977687,0.06374111626082882
593,0.5050709939148073,0.06337140399060194
813,0.5020283975659229,0.06262063866317706
415,0.5020283975659229,0.0626185793763081
681,0.5010141987829615,0.06231367907439458
182,0.5,0.06177056831238037
963,0.49898580121703856,0.06144514460184986
245,0.4969574036511156,0.06089397647137756
156,0.49391480730223125,0.06022527053126379
335,0.4908722109533469,0.059477438053274226
264,0.4898580121703854,0.05921485854805068
572,0.48782961460446245,0.05874647530977516
125,0.486815415821501,0.058515580221126184
363,0.48580121703853957,0.05807807098238215
178,0.48377281947261663,0.05752189192052882
53,0.4827586206896552,0.05713085377354859
390,0.4817444219066937,0.05663279971792641
309,0.48073022312373226,0.05595069719554253
654,0.47971602434077076,0.055320099502982154
91,0.47565922920892495,0.054478642201237625
176,0.473630831643002,0.053768346763851456
236,0.4726166328600406,0.05349456212309474
511,0.47058823529411764,0.052859542684009574
143,0.4695740365111562,0.05216377509946911
601,0.4685598377281947,0.05167731463576653
569,0.46551724137931033,0.05108240694018459
489,0.4634888438133874,0.05063668246917509
292,0.46247464503042596,0.05038872152347798
60,0.4614604462474645,0.04994505336778289
332,0.460446247464503,0.04962341326257561
94,0.4594320486815416,0.04929637480964377
127,0.4563894523326572,0.04861694586861786
747,0.4553752535496957,0.048331491118423574
311,0.4543610547667343,0.047933797953566205
79,0.45233265720081134,0.047387069547518784
360,0.4513184584178499,0.047050134259956404
480,0.45030425963488846,0.04673395772808269
621,0.4482758620689655,0.046377114292145666
400,0.44726166328600403,0.046036334556695535
59,0.4462474645030426,0.04559750795380769
203,0.44421906693711966,0.045083126026552685
194,0.4432048681541582,0.04482466509506672
312,0.4421906693711968,0.04454315027679168
268,0.44016227180527384,0.04399275935624762
253,0.43914807302231235,0.043483243199965965
395,0.4330628803245436,0.04245000616819018
423,0.43204868154158216,0.04215799602146552
8,0.43103448275862066,0.04194630214851551
529,0.4300202839756592,0.04165997955600009
171,0.4290060851926978,0.04129530926989368
336,0.4279918864097363,0.041003062736052656
355,0.42697768762677485,0.0407882472457067
562,0.4259634888438134,0.04045332823177067
149,0.42190669371196754,0.0396201252382264
548,0.4208924949290061,0.0393385913048582
361,0.4198782961460446,0.0390717477683314
304,0.4158215010141988,0.0383811078972422
695,0.41379310344827586,0.03779545399202176
229,0.4127789046653144,0.037549956018793774
101,0.4117647058823529,0.03709390799800939
913,0.40872210953346855,0.03653784170662596
200,0.4077079107505071,0.03617676665218151
123,0.4056795131845842,0.035660398612573786
453,0.4026369168356998,0.035175956279717556
922,0.40162271805273836,0.0346462470773254
706,0.3995943204868154,0.03435185225857634
197,0.39858012170385393,0.03405129711138804
349,0.3945233265720081,0.03346052262444403
150,0.3935091277890467,0.03314342728809258
146,0.38843813387423937,0.0323363160980554
154,0.38640973630831643,0.03193667502816615
54,0.385395537525355,0.031482974386400506
259,0.38336713995943206,0.030981957862946243
517,0.3813387423935091,0.03072731842409279
147,0.3803245436105477,0.030627597508894034
470,0.37829614604462475,0.030262628135881584
266,0.3772819472616633,0.03007081618734307
265,0.3762677484787018,0.029879507620038895
447,0.37322515212981744,0.029429562353832716
286,0.372210953346856,0.02917053363267919
56,0.37018255578093306,0.028549718192770142
429,0.3691683569979716,0.028376341764772793
754,0.36815415821501013,0.028187808628833348
445,0.3661257606490872,0.027903769898371438
563,0.3630831643002028,0.02751955481064067
733,0.3620689655172414,0.02729792803296477
126,0.36105476673427994,0.027030480602390824
756,0.36004056795131845,0.026592122390686368
352,0.35699797160243407,0.02615111340430409
250,0.35496957403651114,0.02587458020188386
299,0.35192697768762676,0.02499658465023084
685,0.34989858012170383,0.02427039399374416
723,0.34685598377281945,0.023923632000221278
496,0.345841784989858,0.023783093671752024
347,0.3448275862068966,0.0235488094115608
68,0.3438133874239351,0.023215457663735443
73,0.34279918864097364,0.022961699999221458
187,0.34178498985801214,0.02279439765031084
273,0.3407707910750507,0.022599469507461716
357,0.33874239350912777,0.022073199724439475
205,0.3367139959432049,0.02176081043803829
356,0.3356997971602434,0.021527250728411967
151,0.33468559837728196,0.021333653247409805
31,0.33367139959432046,0.02108482280217419
36,0.332657200811359,0.02090547362507992
828,0.32961460446247465,0.020551629824247058
37,0.3275862068965517,0.019886282768674254
892,0.3255578093306288,0.019503722979342296
118,0.3235294117647059,0.019082457151521456
645,0.3235294117647059,0.019082457151521456
719,0.3235294117647059,0.019075592861958236
406,0.3225152129817444,0.018858721913473913
699,0.32150101419878296,0.017883303092120984
666,0.3204868154158215,0.01777308121395015
581,0.31947261663286003,0.017581338622623788
490,0.3174442190669371,0.01703278615677346
307,0.3154158215010142,0.01676254569980758
845,0.31237322515212984,0.016050575914647505
437,0.3103448275862069,0.015722714547000378
337,0.3093306288032454,0.015605571314001587
700,0.30628803245436104,0.015234948168205776
204,0.3052738336713996,0.015136694777770247
90,0.30324543610547666,0.01494905233654704
324,0.3022312373225152,0.014846250959973606
457,0.3012170385395537,0.014727967741742735
655,0.3002028397565923,0.014611466444394853
99,0.29918864097363085,0.014507787282221568
217,0.29817444219066935,0.01423881605179088
900,0.2971602434077079,0.014082324323452852
188,0.2961460446247465,0.013951911954406282
638,0.29411764705882354,0.01371899953780022
274,0.29310344827586204,0.013497892993499077
237,0.2920892494929006,0.013279323945695193
235,0.29006085192697767,0.012994514229521645
953,0.2880324543610548,0.012652239537896777
823,0.2870182555780933,0.012551587496864811
185,0.2839756592292089,0.01209492422804517
485,0.2829614604462475,0.011935353673023296
251,0.281947261663286,0.011822709600405245
135,0.2799188640973631,0.011612710871566463
331,0.2647058823529412,0.010663902169388242
896,0.25963488843813387,0.010340237411640744
407,0.25862068965517243,0.010171154363915122
776,0.25557809330628806,0.009968843413662961
122,0.25557809330628806,0.009958032157600879
298,0.2535496957403651,0.009639590246375087
479,0.2535496957403651,0.009639590246375087
196,0.2525354969574036,0.009562155322717389
216,0.2515212981744422,0.009486331938469289
9,0.25050709939148075,0.009158027048432426
492,0.2129817444219067,0.0076369840832331524
117,0.20689655172413793,0.007312447820399278
446,0.20588235294117646,0.007225393155267898
195,0.20486815415821502,0.007153541594914136
461,0.20182555780933062,0.0069764995106044786
545,0.1997971602434077,0.006843475102508443
372,0.19776876267748478,0.006305801109853982
190,0.19675456389452334,0.006247857127561844
444,0.19574036511156187,0.006182777979450155
552,0.1896551724137931,0.005957676795930786
667,0.18661257606490872,0.005755506790448467
602,0.18661257606490872,0.005753447503579509
98,0.18559837728194725,0.005700129018010391
241,0.1845841784989858,0.005469877058429578
491,0.18356997971602435,0.005070240000174022
294,0.1460446247464503,0.00419440822189015
26,0.12271805273833672,0.0037088821891703865
519,0.11663286004056796,0.0035164447873574233
610,0.11561866125760649,0.003442428658500264
310,0.11460446247464504,0.0033281228828581423
551,0.11359026369168357,0.003281418484108358
394,0.11359026369168357,0.00323925213393447
39,0.11359026369168357,0.0032232044055485183
97,0.11359026369168357,0.0031299346824870916
33,0.11359026369168357,0.0031049413138811164
207,0.09634888438133875,0.0027723337895438206
608,0.09634888438133875,0.0027149851017753456
508,0.06389452332657201,0.0021550013302735756
607,0.06389452332657201,0.002138359513969482
297,0.037525354969574036,0.0018444455318045966
138,0.037525354969574036,0.0017903246544837875
847,0.036511156186612576,0.0017678472034378507
248,0.035496957403651115,0.0016164271016465696
822,0.035496957403651115,0.0015884600247405413
25,0.035496957403651115,0.0015752805887792147
359,0.03144016227180527,0.0014811760819318388
980,0.03144016227180527,0.0014561557464740085
428,0.03144016227180527,0.0013977770266832429
728,0.03144016227180527,0.001379380730653891
541,0.03144016227180527,0.0013773214437849343
343,0.03144016227180527,0.0013631466858369458
588,0.03144016227180527,0.0013206444757808589
374,0.030425963488843813,0.0012813676646421432
77,0.030425963488843813,0.001249688968308017
880,0.030425963488843813,0.0011760154204630766
908,0.030425963488843813,0.0011677782729872476
484,0.030425963488843813,0.0011646893426838119
568,0.030425963488843813,0.0011434680646282762
590,0.030425963488843813,0.001138319847455883
277,0.030425963488843813,0.0011362605605869259
487,0.02738336713995943,0.001088524329738907
765,0.02535496957403651,0.0010450080769064392
392,0.02535496957403651,0.0010314167835713214
345,0.02535496957403651,0.000977760920152377
287,0.02535496957403651,0.0009461075563154477
148,0.02535496957403651,0.0009148750388029282
346,0.02535496957403651,0.0009073243202834182
613,0.02535496957403651,0.0008956550280259933
112,0.02535496957403651,0.0008887907384628021
708,0.02535496957403651,0.0008696540797734198
579,0.02535496957403651,0.0008638194336447075
468,0.02535496957403651,0.0008586712164723142
623,0.02535496957403651,0.0008470019242148895
433,0.02535496957403651,0.0008148084061635229
671,0.02535496957403651,0.0007627378667627453
471,0.02535496957403651,0.0007508283243706086
391,0.02535496957403651,0.0007508283243706086
260,0.02535496957403651,0.0007508283243706086
810,0.02535496957403651,0.0007410467117430616
244,0.02535496957403651,0.0007410467117430616
431,0.02535496957403651,0.0007300638484419558
710,0.02535496957403651,0.0007187377706626903
291,0.02535496957403651,0.0007046659770581486
665,0.02535496957403651,0.0006978016874949576
369,0.02535496957403651,0.0006957424006260004
918,0.02535496957403651,0.0006840731083685757
956,0.02535496957403651,0.0006799545346306611
418,0.02535496957403651,0.0006748063174582679
662,0.02535496957403651,0.000671717387154832
344,0.02535496957403651,0.0006665691699824385
586,0.02535496957403651,0.0006344442948267042
334,0.02535496957403651,0.0006303257210887897
917,0.02535496957403651,0.0006210589301784817
907,0.02535496957403651,0.0006189996433095242
328,0.02535496957403651,0.0006169403564405669
32,0.02535496957403651,0.0006117921392681735
104,0.02535496957403651,0.0006069871365739399
990,0.02535496957403651,0.0005942882008820366
597,0.02535496957403651,0.0005874239113188456
403,0.02535496957403651,0.0005819324796682928
120,0.02535496957403651,0.0005798731927993357
186,0.02535496957403651,0.0005684784721244385
640,0.02535496957403651,0.0005664191852554813
832,0.02535496957403651,0.0005473707817176262
753,0.02535496957403651,0.0005236203398289849
502,0.02129817444219067,0.0004777627253713771
413,0.02129817444219067,0.0004660934331139527
618,0.02129817444219067,0.00046403414624499544
317,0.02129817444219067,0.00046197485937603814
76,0.02129817444219067,0.0004081980537124117
510,0.02028397565922921,0.00039532751078142855
816,0.02028397565922921,0.0003793680375470097
469,0.02028397565922921,0.0003773087506780524
388,0.02028397565922921,0.00037044446111486167
225,0.02028397565922921,0.00037044446111486167
75,0.02028397565922921,0.00037044446111486167
720,0.018255578093306288,0.00035283428967596123
34,0.018255578093306288,0.00035283428967596123
78,0.018255578093306288,0.00034597000011277033
627,0.018255578093306288,0.00034391071324381303
467,0.018255578093306288,0.00034391071324381303
738,0.018255578093306288,0.00034082178294037713
624,0.018255578093306288,0.00033876249607141983
651,0.018255578093306288,0.00033876249607141983
193,0.018255578093306288,0.0003284660617266334
442,0.018255578093306288,0.00032022891425080433
931,0.018255578093306288,0.00029620390077963614
573,0.017241379310344827,0.00028374521522244464
505,0.016227180527383367,0.0002741499190258985
933,0.016227180527383367,0.0002720906321569413
566,0.014198782961460446,0.0002455503468672609
501,0.014198782961460446,0.0002434910599983036
228,0.014198782961460446,0.0002434910599983036
554,0.014198782961460446,0.0002366267704351127
589,0.014198782961460446,0.0002366267704351127
257,0.014198782961460446,0.0002366267704351127
497,0.014198782961460446,0.0002345674835661554
930,0.014198782961460446,0.00021809318861449714
558,0.012170385395537525,0.0002015600568951544
240,0.012170385395537525,0.0002015600568951544
686,0.012170385395537525,0.0001995007700261971
786,0.012170385395537525,0.00019744148315723983
555,0.012170385395537525,0.00019744148315723983
540,0.012170385395537525,0.00019538219628828255
826,0.012170385395537525,0.00018251165335729955
465,0.012170385395537525,0.00018251165335729955
690,0.012170385395537525,0.00018251165335729955
302,0.012170385395537525,0.00018251165335729955
679,0.012170385395537525,0.00018045236648834228
860,0.012170385395537525,0.00016586575116656147
246,0.006085192697768763,0.0001331672175259041
585,0.006085192697768763,0.00013110793065694682
714,0.006085192697768763,0.00013110793065694682
799,0.006085192697768763,0.00012904864378798954
547,0.006085192697768763,0.00012081149631216044
192,0.006085192697768763,0.00011875220944320317
582,0.006085192697768763,0.00011875220944320317
789,0.006085192697768763,0.00011669292257424588
527,0.006085192697768763,0.00011051506196737404
872,0.006085192697768763,0.00011051506196737404
672,0.006085192697768763,0.00011051506196737404
803,0.006085192697768763,0.00010536684479498084
649,0.006085192697768763,0.00010330755792602356
557,0.006085192697768763,0.00010330755792602356
619,0.006085192697768763,0.00010330755792602356
734,0.006085192697768763,0.00010330755792602356
768,0.006085192697768763,0.00010124827105706628
227,0.006085192697768763,0.00010124827105706628
550,0.006085192697768763,0.00010124827105706628
119,0.006085192697768763,0.00010124827105706628
530,0.006085192697768763,9.610005388467308e-05
532,0.006085192697768763,9.40407670157158e-05
758,0.006085192697768763,9.40407670157158e-05
664,0.006085192697768763,9.198148014675852e-05
576,0.006085192697768763,9.198148014675852e-05
49,0.006085192697768763,8.37443326709294e-05
330,0.006085192697768763,8.168504580197212e-05
399,0.006085192697768763,7.962575893301485e-05
924,0.006085192697768763,7.962575893301485e-05
313,0.006085192697768763,7.962575893301485e-05
599,0.006085192697768763,7.962575893301485e-05
644,0.006085192697768763,7.756647206405756e-05
643,0.006085192697768763,7.310468384798345e-05
914,0.006085192697768763,7.104539697902616e-05
694,0.006085192697768763,7.104539697902616e-05
567,0.006085192697768763,6.898611011006888e-05
385,0.006085192697768763,6.692682324111161e-05
22,0.006085192697768763,6.692682324111161e-05
220,0.006085192697768763,6.692682324111161e-05
219,0.006085192697768763,6.692682324111161e-05
276,0.006085192697768763,6.692682324111161e-05
378,0.006085192697768763,6.692682324111161e-05
535,0.006085192697768763,6.692682324111161e-05
818,0.006085192697768763,6.692682324111161e-05
71,0.006085192697768763,5.766003233080384e-05
730,0.006085192697768763,5.766003233080384e-05
536,0.006085192697768763,5.766003233080384e-05
678,0.006085192697768763,5.766003233080384e-05
926,0.006085192697768763,5.5600745461846565e-05
559,0.006085192697768763,5.3541458592889284e-05
949,0.006085192697768763,5.1482171723932e-05
70,0.006085192697768763,5.1482171723932e-05
402,0.006085192697768763,5.1482171723932e-05
267,0.004056795131845842,3.912645051018832e-05
293,0.004056795131845842,3.912645051018832e-05
570,0.004056795131845842,3.706716364123104e-05
136,0.004056795131845842,3.706716364123104e-05
528,0.004056795131845842,3.706716364123104e-05
726,0.004056795131845842,3.706716364123104e-05
981,0.0030425963488843813,3.0889303034359204e-05
976,0.0030425963488843813,2.5741085861966e-05
958,0.0030425963488843813,2.368179899300872e-05
764,0.0030425963488843813,2.368179899300872e-05
647,0.0030425963488843813,2.368179899300872e-05
565,0.002028397565922921,1.853358182061552e-05
50,0.002028397565922921,1.853358182061552e-05
538,0.002028397565922921,1.853358182061552e-05
804,0.002028397565922921,1.853358182061552e-05
840,0.002028397565922921,1.853358182061552e-05
669,0.002028397565922921,1.647429495165824e-05
600,0.002028397565922921,1.647429495165824e-05
745,0.002028397565922921,1.441500808270096e-05
674,0.002028397565922921,1.441500808270096e-05
742,0.002028397565922921,1.235572121374368e-05
384,0.002028397565922921,1.235572121374368e-05
885,0.002028397565922921,1.0296434344786401e-05
793,0.002028397565922921,1.0296434344786401e-05
451,0.002028397565922921,1.0296434344786401e-05
571,0.002028397565922921,1.0296434344786401e-05
814,0.002028397565922921,1.0296434344786401e-05
542,0.002028397565922921,1.0296434344786401e-05
514,0.002028397565922921,1.0296434344786401e-05
224,0.002028397565922921,1.0296434344786401e-05
663,0.002028397565922921,1.0296434344786401e-05
556,0.002028397565922921,1.0296434344786401e-05
575,0.002028397565922921,1.0296434344786401e-05
539,0.002028397565922921,1.0296434344786401e-05
815,0.002028397565922921,1.0296434344786401e-05
921,0.002028397565922921,1.0296434344786401e-05
841,0.002028397565922921,8.23714747582912e-06
783,0.002028397565922921,8.23714747582912e-06
852,0.002028397565922921,8.23714747582912e-06
