nodo,intermediacion
470,0.0004940483557889907
266,0.0004882405828097877
265,0.0004848646037651895
447,0.0004797069893997374
286,0.0004776265929305085
56,0.0004765631760047361
429,0.0004758365828112079
754,0.00047311042274174016
445,0.00047220658002913965
563,0.0004628441974937517
733,0.00046171308615035556
126,0.00045873419374388083
756,0.000456761092435891
352,0.00045652460539752165
250,0.0004543927942425376
299,0.0004522422449554415
685,0.00045100499495678723
723,0.00044979753700340636
496,0.0004456235705429688
347,0.00043824845695359684
68,0.0004352169498001993
73,0.00042946366510867196
187,0.00042820092144382597
273,0.00042659186370588273
357,0.00042096634172796086
205,0.00042037207967159974
356,0.00041620259100442206
151,0.00041526728486605444
31,0.0004142192319750819
36,0.0004134581588376598
828,0.0004110212623074654
37,0.0004108648207732314
892,0.0004087299423892031
118,0.0004078233915045964
645,0.0004066350563217382
719,0.00040082252494149013
406,0.0003990551336773482
699,0.000397763580776006
666,0.0003963602966225656
581,0.00039222252985141005
490,0.0003916479969852925
307,0.0003898271760219002
845,0.00037884947388875756
437,0.00037884541642347827
337,0.0003719988161126293
700,0.00036930722017902663
204,0.0003675750337014448
90,0.0003634254876111304
324,0.0003571631408665893
457,0.00035607520754205073
655,0.00035536349594764675
99,0.0003513218988501743
217,0.0003510764633836047
900,0.0003464250318777173
188,0.0003457484455558054
638,0.0003448041774722427
274,0.0003398579623796606
237,0.00033865939516610947
235,0.00033548362580594854
953,0.0003338319798902626
823,0.00033254812906914855
185,0.000331386665290202
485,0.00032842700805178337
251,0.00032091571192574883
135,0.00031920917340633886
331,0.000319014580347857
896,0.00031741885233325376
407,0.00031544957363806005
776,0.0003140557673036037
122,0.0003100827344712868
298,0.00030625401814075523
479,0.00030446447846030876
196,0.00029893806669779123
216,0.00029481719837204823
9,0.000291226754156716
492,0.00028466918906950873
117,0.0002834146993729308
446,0.0002797829752698376
195,0.0002771889884182269
461,0.0002743221728696374
545,0.0002699573992814689
372,0.000269379067468202
190,0.00026515008564403057
444,0.0002641303598238271
552,0.0002639030843043567
667,0.0002635115472050692
602,0.0002605381042064793
98,0.00025928604229320833
241,0.0002588294575263594
491,0.0002567024046828724
294,0.00025465392306698713
26,0.00025434330823424734
519,0.0002511857330157422
610,0.00025072168813034234
310,0.0002501320721250282
551,0.0002481759713190715
394,0.0002467358266218253
39,0.00024469093817762
97,0.00024325294392916162
33,0.00023959157055977327
207,0.00023612478258852766
608,0.00023427352611440737
508,0.00023337188064073857
607,0.0002332355547267798
297,0.00023300964681177252
138,0.00023273728336291354
847,0.00022725999310637624
248,0.0002269430940363646
822,0.00022687631721546965
25,0.00022625207945447867
359,0.00022291262363076478
980,0.00022268171457031825
428,0.00021050842960059155
728,0.0002066184373512608
541,0.0001997781895182322
343,0.00019779825434377928
588,0.00019514093058794736
374,0.00019387009783222248
77,0.00019130063687114872
880,0.0001910972120024915
908,0.00018936943225597228
484,0.00018924661951404264
568,0.00018775667413109082
590,0.00018501924080695773
277,0.00018171619337015486
487,0.00017975624345128384
765,0.00017917498341311674
392,0.00017715566593137015
345,0.00017512929412877732
287,0.00017504709470872508
148,0.0001740439483434491
346,0.00017234196471645294
613,0.00016737303116862973
112,0.0001663541373522967
708,0.0001642447052844155
579,0.00016333307948379348
468,0.00016306343019575222
623,0.00015958100983536644
433,0.0001589188871561633
671,0.00015664866889330837
471,0.00015653685811241807
391,0.00015651637386689427
260,0.00015458000590043026
810,0.00015441905034618194
244,0.000153962154473819
431,0.00015395124202552182
710,0.00015179445885634614
291,0.00014994897885159698
665,0.0001499139082071837
369,0.0001496995813197006
918,0.00014891247766775142
956,0.00014760989011497203
418,0.00014760059677985875
662,0.00014720228351850745
344,0.0001436705222500525
586,0.0001430210539953986
334,0.00014179245804849853
917,0.00014063671258207446
907,0.00014009273417762844
328,0.00013720538519950697
32,0.00013610553401803164
104,0.00013508030084520727
990,0.00013288598061950087
597,0.00013269518397345876
403,0.0001322858404350965
120,0.0001314757358873906
186,0.0001299003340388107
640,0.00012953546367546804
832,0.0001295049336742157
753,0.00012870869040618893
502,0.00012823147743226085
413,0.00012693332001973402
618,0.00012605756976060423
317,0.0001257309448034535
76,0.00012568068548030566
510,0.00012543735109971237
816,0.00012479241863437682
469,0.0001241800042899975
388,0.00012187674748387171
225,0.00012122025962517126
75,0.00012112544603172343
720,0.00012064516035475356
34,0.00011976050563155169
78,0.00011473112397048105
627,0.00011031580880006372
467,0.00010983663838399467
738,0.00010945153004098141
624,0.00010674296173911227
651,0.00010642927788703113
193,0.00010445506860643023
442,0.00010358163119060053
931,0.00010350666167594285
573,0.00010132316941617376
505,0.0001004917208465658
933,9.900174302406585e-05
566,9.702292570228399e-05
501,9.622143483551833e-05
228,9.606917141502027e-05
554,9.564799592580308e-05
589,9.540578351646423e-05
257,9.532519788039168e-05
497,9.50793662003958e-05
930,9.225118181639582e-05
558,9.150505287608518e-05
240,9.113861665853593e-05
686,9.01929064224499e-05
786,8.972070025562448e-05
555,8.91044521130804e-05
540,8.88069193248577e-05
826,8.875023198619161e-05
465,8.780314560990829e-05
690,8.764691572544862e-05
302,8.662074988523745e-05
679,8.649968043206575e-05
860,8.625495594090933e-05
246,8.490724711126234e-05
585,8.449493806476907e-05
714,8.448403205838786e-05
799,8.248430936772141e-05
547,8.234890021451493e-05
192,8.173511435114969e-05
582,8.039993313724456e-05
789,8.038915718320655e-05
527,7.826109402676842e-05
872,7.509069864014816e-05
672,7.393441062985706e-05
803,7.29764578109425e-05
649,7.269621224950596e-05
557,7.256679310193586e-05
619,7.10330474514153e-05
734,7.009782172164174e-05
768,6.962564459728362e-05
227,6.869546872507478e-05
550,6.778358345167678e-05
119,6.695612410117943e-05
530,6.644309900959814e-05
532,6.584538117073926e-05
758,6.533278553628964e-05
664,6.515669600356478e-05
576,6.462704579620623e-05
49,6.437639365637064e-05
330,6.398475182061884e-05
399,6.366725759831026e-05
924,6.318511805287776e-05
313,6.251055518036132e-05
599,6.224830728966324e-05
644,6.173475810512187e-05
643,6.0879005801559446e-05
914,5.9672161025739916e-05
694,5.947451638679916e-05
567,5.9422514967150744e-05
385,5.8972049545557365e-05
22,5.705762479805137e-05
220,5.5032433514242724e-05
219,5.420452064084573e-05
276,5.4087614222145495e-05
378,5.2936231235885714e-05
535,5.162653421408016e-05
818,5.1577715279327e-05
71,5.144669114996705e-05
730,5.067895995398879e-05
536,5.0588678224249234e-05
678,5.032058297423957e-05
926,5.027793653520505e-05
559,4.9413739069272744e-05
949,4.9396444882866473e-05
70,4.877769855244838e-05
402,4.769772245885478e-05
267,4.7574522567223254e-05
293,4.750708748892978e-05
570,4.632570878270502e-05
136,4.539110062061713e-05
528,4.4775455337445385e-05
726,4.299008242250984e-05
981,4.233672101048874e-05
976,4.233672101048874e-05
958,4.188855956102489e-05
764,4.152117893088463e-05
647,4.114530686115842e-05
565,4.10742907492058e-05
50,4.096396412878823e-05
538,4.065644120646824e-05
804,4.031015887865511e-05
840,4.018477262770349e-05
669,3.9795899958945136e-05
600,3.9648198564553e-05
745,3.953451716782416e-05
674,3.8490072792097984e-05
742,3.806600247353679e-05
384,3.78994910933816e-05
885,3.5757620397121815e-05
793,3.521620803561947e-05
451,3.49268478135043e-05
571,3.459529757480279e-05
814,3.4322410225170986e-05
542,3.424250504390155e-05
514,3.4232603415552646e-05
224,3.3753020910566966e-05
663,3.185354481284064e-05
556,3.1654836044990994e-05
575,3.099788907337098e-05
539,3.037721152700687e-05
815,3.011747193592968e-05
921,2.982438172542411e-05
841,2.9564739037794503e-05
783,2.8022856065154007e-05
852,2.7413047074438914e-05
270,2.725240078137113e-05
341,2.711297793487892e-05
835,2.5929215703006687e-05
488,2.590695476978666e-05
925,2.5609984345436207e-05
729,2.5543803278978262e-05
247,2.4329151060933985e-05
587,2.3392888055237588e-05
767,2.3243338611211825e-05
500,2.2783336386314723e-05
698,2.1474213232492703e-05
800,2.114443243759313e-05
553,2.090493143051691e-05
614,2.000953927101806e-05
642,1.949959953071911e-05
289,1.9428712749040033e-05
935,1.927415078257619e-05
386,1.904854255957619e-05
791,1.8721231120457976e-05
778,1.856337316154754e-05
656,1.837299877332092e-05
110,1.7831491334975444e-05
639,1.7773935545591325e-05
929,1.7740010340936904e-05
617,1.7255120308500975e-05
202,1.650089227173802e-05
503,1.5760594651093257e-05
616,1.5571244990727897e-05
687,1.5232233800665491e-05
849,1.4915466346153627e-05
715,1.4754702358813641e-05
67,1.4214579947390385e-05
886,1.3782797276300417e-05
43,1.3613422120268934e-05
239,1.2927233638852763e-05
979,1.2385204026523865e-05
175,1.2264681174788394e-05
144,1.2228148021687569e-05
364,1.2226151145740763e-05
454,1.1810447207545339e-05
836,1.1772098234616e-05
354,1.1452447209329855e-05
676,1.1371597369135535e-05
705,1.1184512684883008e-05
811,1.1022931045887567e-05
805,1.093838362088982e-05
739,1.0484577690991626e-05
604,1.0299988355518671e-05
472,9.676272293872817e-06
951,9.447367613039382e-06
598,8.93658386980763e-06
279,8.66425582084912e-06
877,8.531609787229022e-06
760,8.436204047167053e-06
507,7.969105241259232e-06
919,7.861446909466246e-06
957,7.67478587368763e-06
906,7.4963674727876395e-06
319,7.434370845012019e-06
970,6.979198805687598e-06
315,6.936553514743108e-06
477,6.79857311618892e-06
410,6.775997902048691e-06
825,6.542180118496855e-06
974,6.316121900134871e-06
952,6.276259514043137e-06
111,6.234635766527968e-06
987,6.1516365806249306e-06
855,5.9093987819105674e-06
652,5.880643660660601e-06
955,5.843472464468658e-06
867,5.6335335145246215e-06
869,5.554228589172373e-06
923,5.541436660921512e-06
740,5.427245900105907e-06
757,5.395622612704886e-06
476,5.150895716816681e-06
416,4.829783228694296e-06
696,4.726437624745665e-06
942,4.644265572339546e-06
752,4.426247935013109e-06
962,4.19152858291735e-06
964,4.075801055904399e-06
725,4.039166649897569e-06
972,4.033853629694116e-06
1001,4.017176341611052e-06
807,3.841982621461319e-06
909,3.828738507781611e-06
927,3.7875777157322393e-06
833,3.713319024441169e-06
1000,3.6530021300383273e-06
912,3.6308615383423918e-06
749,3.452344220240618e-06
769,3.3341127694933815e-06
781,3.227474145944468e-06
396,3.198006669088657e-06
727,3.1321238062561667e-06
534,2.97233864972908e-06
939,2.9502630701707775e-06
937,2.9361903377106974e-06
817,2.7894995191517877e-06
596,2.714656620910479e-06
591,2.7139184142051087e-06
905,2.682968630002354e-06
751,2.650464517701493e-06
785,2.6208101504785572e-06
887,2.518782468838171e-06
829,2.4979840073024036e-06
920,2.4177277000433074e-06
819,2.3397684332256455e-06
629,2.148480283607528e-06
802,2.0397595119305344e-06
722,2.0128036759869386e-06
109,2.003877060591593e-06
771,1.9531901209499906e-06
868,1.926370226075822e-06
779,1.7196472194576819e-06
883,1.699851238989574e-06
934,1.6711289356142207e-06
986,1.6020753866827244e-06
844,1.4883473627765436e-06
967,1.4280168373431651e-06
584,1.3035302856811483e-06
796,1.2375682106887664e-06
689,1.2188595199040843e-06
898,1.0968761651873206e-06
839,1.015966611132661e-06
718,9.492264513752087e-07
609,9.425217334871722e-07
857,9.010041628994194e-07
984,8.956077464774969e-07
866,7.70766398602638e-07
512,7.578000134453779e-07
954,7.57766790969757e-07
522,7.393766300495924e-07
945,6.905927406404432e-07
850,6.73492113174778e-07
574,6.522163978677332e-07
682,5.077872125396842e-07
889,4.64474301108017e-07
854,4.555181254746439e-07
759,3.2077800274020785e-07
721,2.8805131771348545e-07
735,2.872956020504111e-07
683,2.476166893648632e-07
692,2.344855012924841e-07
736,2.2328933048221174e-07
432,2.1162329301645107e-07
865,1.8933912020668722e-07
594,1.565656080190821e-07
475,1.3287995714110308e-07
741,1.2138073008081527e-07
989,0.0
801,0.0
806,0.0
780,0.0
782,0.0
784,0.0
966,0.0
943,0.0
944,0.0
946,0.0
947,0.0
948,0.0
965,0.0
999,0.0
1002,0.0
1003,0.0
1004,0.0
982,0.0
983,0.0
985,0.0
988,0.0
762,0.0
761,0.0
837,0.0
834,0.0
831,0.0
830,0.0
827,0.0
824,0.0
821,0.0
795,0.0
794,0.0
792,0.0
790,0.0
788,0.0
787,0.0
743,0.0
842,0.0
843,0.0
755,0.0
838,0.0
750,0.0
737,0.0
713,0.0
709,0.0
848,0.0
846,0.0
724,0.0
716,0.0
773,0.0
763,0.0
774,0.0
775,0.0
688,0.0
853,0.0
702,0.0
693,0.0
704,0.0
862,0.0
863,0.0
701,0.0
870,0.0
871,0.0
873,0.0
874,0.0
875,0.0
876,0.0
659,0.0
864,0.0
668,0.0
673,0.0
680,0.0
677,0.0
879,0.0
881,0.0
882,0.0
878,0.0
884,0.0
888,0.0
890,0.0
891,0.0
861,0.0
858,0.0
770,0.0
766,0.0
650,0.0
646,0.0
894,0.0
893,0.0
348,0.0
657,0.0
895,0.0
897,0.0
904,0.0
910,0.0
911,0.0
630,0.0
899,0.0
901,0.0
902,0.0
903,0.0
634,0.0
636,0.0
637,0.0
620,0.0
622,0.0
625,0.0
626,0.0
628,0.0
398,0.0
603,0.0
606,0.0
915,0.0
382,0.0
383,0.0
631,0.0
632,0.0
583,0.0
578,0.0
928,0.0
916,0.0
561,0.0
436,0.0
439,0.0
595,0.0
991,0.0
992,0.0
993,0.0
994,0.0
968,0.0
969,0.0
449,0.0
524,0.0
456,0.0
463,0.0
960,0.0
959,0.0
961,0.0
973,0.0
975,0.0
977,0.0
978,0.0
995,0.0
996,0.0
997,0.0
998,0.0
938,0.0
940,0.0
941,0.0
